"","Price","Days_on_Market","Number_of_Bedrooms","Number_of_Bathrooms","Building_Type","Rental_Size","Pet_Friendliness"
"3062",1650,233,2,1,"Basement",900,"No"
"3065",2100,233,1,1.5,"Condo",600,"Yes"
"3067",2500,233,2,1,"Apartment",811,"Yes"
"3068",1600,233,1,1,"Basement",600,"No"
"3070",1800,233,1,1,"Basement",750,"No"
"3075",2069,210,0,1,"Apartment",411,"Yes"
"3076",2400,222,2,1,"Apartment",833,"Yes"
"3081",1950,233,0,1,"Apartment",300,"Limited"
"3086",600,233,0,1,"Apartment",600,"No"
"3088",2250,234,2,1,"Apartment",750,"No"
"3092",2799,234,2,1,"Apartment",900,"No"
"3093",600,234,1,1,"Apartment",56,"No"
"3098",1775,234,1,1,"Apartment",600,"Limited"
"3100",3400,234,2,1,"Condo",820,"No"
"3102",1450,234,2,1,"Apartment",1,"Yes"
"3103",2400,234,2,1,"Apartment",950,"Limited"
"3109",1400,234,0,1,"Basement",450,"No"
"3111",2650,234,2,1,"House",1000,"No"
"3112",2700,234,2,1,"Apartment",700,"Limited"
"3114",2799,234,1,1,"Apartment",666,"Yes"
"3116",2325,234,1,1,"Apartment",660,"Yes"
"3118",2500,235,1,1,"Apartment",650,"Limited"
"3122",2400,222,2,1,"Apartment",833,"Yes"
"3126",2700,235,2,1,"Apartment",1,"Limited"
"3129",2900,235,1,1.5,"Apartment",1000,"No"
"3130",3300,235,2,2,"Apartment",756,"Yes"
"3132",1800,235,1,1,"Basement",600,"No"
"3133",1850,235,2,1,"Basement",1100,"No"
"3134",2400,235,1,1,"Basement",700,"Limited"
"3136",2000,235,1,1,"Townhouse",850,"No"
"3139",3100,235,2,2,"Basement",2100,"No"
"3140",2600,235,2,1,"Townhouse",900,"No"
"3141",1250,235,2,1,"Basement",800,"Yes"
"3144",2300,235,1,1,"Condo",550,"Yes"
"3145",3000,235,3,1,"Apartment",1150,"Limited"
"3147",3300,235,1,1,"Apartment",700,"No"
"3151",2275,235,1,1,"Apartment",720,"Yes"
"3152",1850,235,2,1,"Basement",900,"No"
"3160",1500,235,1,1,"Basement",1000,"No"
"3161",2541,235,1,1,"Apartment",679,"Yes"
"3163",3475,235,2,1,"Apartment",760,"Yes"
"3166",2000,217,0,1,"Apartment",460,"Yes"
"3167",1900,210,1,1,"Basement",750,"No"
"3169",3145,231,2,2,"Apartment",1049,"Yes"
"3170",2699,224,1,1,"Apartment",986,"Yes"
"3171",2647,211,1,1,"Apartment",758,"Yes"
"3175",2059,235,0,1,"Apartment",469,"Yes"
"3176",2862,235,1,1,"Apartment",954,"Yes"
"3188",1650,236,1,1,"Apartment",8000,"Yes"
"3189",2300,236,0,1,"Condo",500,"Yes"
"3193",1300,236,1,1,"Apartment",600,"No"
"3196",2950,236,2,1,"Apartment",1000,"Yes"
"3197",705,236,2,1,"Apartment",900,"No"
"3198",1700,236,0,1,"Apartment",550,"Limited"
"3199",1999,236,1,1,"Apartment",700,"No"
"3201",1850,236,1,1,"House",900,"Limited"
"3202",2000,236,1,1,"Apartment",329,"Yes"
"3203",2350,236,1,1,"Condo",550,"Limited"
"3205",1575,236,0,1,"Apartment",301,"Yes"
"3206",2150,236,1,1,"Apartment",409,"Yes"
"3207",3000,236,2,2,"Condo",670,"Yes"
"3208",1600,236,1,1,"Basement",600,"No"
"3212",1895,210,1,1,"Apartment",470,"Limited"
"3213",3070,220,2,1,"Apartment",861,"Yes"
"3215",2716,211,2,1,"Apartment",857,"No"
"3216",2285,210,1,1,"Apartment",625,"Yes"
"3218",2600,236,1,1,"Condo",485,"Limited"
"3219",2200,236,1,1,"Apartment",200,"No"
"3222",1695,236,1,1,"Basement",600,"No"
"3224",3112,236,2,2,"Apartment",869,"Yes"
"3225",2725,236,1,1,"Apartment",658,"Yes"
"3226",2449,236,1,1,"Apartment",508,"Yes"
"3227",2599,236,1,1,"Apartment",639,"Yes"
"3228",2825,236,2,1,"Apartment",850,"Yes"
"3229",2849,236,2,1,"Apartment",940,"Yes"
"3230",1725,236,0,1,"Apartment",1109,"Yes"
"3233",1900,237,1,1,"Basement",750,"No"
"3234",2300,237,2,1,"Basement",800,"No"
"3236",1450,237,0,1,"Basement",700,"No"
"3239",2659,237,2,1,"Apartment",685,"Limited"
"3241",2950,237,3,2,"Condo",825,"Yes"
"3242",2200,237,1,1,"Apartment",400,"No"
"3243",1550,237,1,1.5,"Apartment",450,"No"
"3244",2450,237,1,1,"Apartment",601,"Yes"
"3245",2850,237,2,1,"Apartment",729,"Limited"
"3247",2700,237,1,1,"Apartment",800,"Yes"
"3250",3500,237,2,1,"Apartment",675,"No"
"3253",2199,237,1,1,"Apartment",602,"Yes"
"3254",2619,237,2,1,"Apartment",794,"Yes"
"3255",2200,237,1,1,"Apartment",672,"Yes"
"3256",1775,237,0,1,"Apartment",335,"Yes"
"3257",2399,237,1,1,"Apartment",637,"Limited"
"3258",2429,225,1,1,"Apartment",742,"Limited"
"3262",2678,210,2,1,"Apartment",994,"No"
"3263",1805,210,0,1,"Apartment",390,"Limited"
"3264",2400,238,2,1,"Apartment",850,"No"
"3265",1600,238,2,1,"Basement",800,"Limited"
"3267",2289,238,1,1,"Apartment",600,"Yes"
"3271",2100,238,2,1,"Apartment",800,"Limited"
"3276",2300,238,2,1,"Basement",750,"No"
"3277",1200,238,1,1,"Basement",1000,"Yes"
"3278",2200,238,1,1,"Apartment",700,"Limited"
"3285",1300,239,0,1,"Apartment",443,"Yes"
"3287",2449,239,1,1,"Apartment",743,"Limited"
"3290",3950,239,3,2,"Apartment",1200,"Limited"
"3291",1700,239,1,1,"Apartment",620,"Limited"
"3292",2850,239,2,1.5,"Apartment",600,"No"
"3293",2070,239,0,1,"Apartment",504,"Yes"
"3294",2400,239,1,1,"Apartment",599,"Yes"
"3298",2350,239,1,1,"Apartment",600,"Yes"
"3300",1400,239,1,1,"Basement",500,"No"
"3301",2050,239,0,1,"Apartment",450,"Yes"
"3303",2459,239,0,1,"Apartment",370,"No"
"3304",3347,211,2,1,"Apartment",900,"Yes"
"3305",1895,210,1,1,"Apartment",470,"Limited"
"3307",2809,219,2,1,"Apartment",795,"Yes"
"3311",1975,239,2,1,"Basement",600,"No"
"3313",1699,239,1,1,"Apartment",550,"Yes"
"3317",3495,239,3,1.5,"Apartment",1286,"Limited"
"3318",2600,239,2,1.5,"Apartment",972,"Limited"
"3319",3495,239,3,1.5,"Apartment",1270,"Limited"
"3320",2729,239,2,1,"Apartment",755,"Yes"
"3321",2150,239,1,1,"Apartment",544,"Yes"
"3322",2150,239,1,1,"Apartment",631,"Yes"
"3323",2000,239,1,1,"Apartment",438,"Yes"
"3324",2959,239,2,1,"Apartment",903,"Yes"
"3325",1969,239,0,1,"Apartment",389,"Yes"
"3326",2299,239,1,1,"Apartment",621,"Yes"
"3327",2650,239,2,1,"Basement",600,"No"
"3334",2900,240,2,1.5,"Apartment",1000,"Yes"
"3335",1750,240,1,1,"Basement",1,"No"
"3337",2900,240,3,1,"Apartment",900,"No"
"3340",2500,240,2,1,"Apartment",900,"No"
"3342",1895,240,2,1,"Basement",800,"No"
"3345",1875,240,0,1,"Apartment",446,"Limited"
"3346",3000,240,3,3,"Basement",1100,"Limited"
"3347",2950,240,2,2,"Condo",702,"Limited"
"3348",1900,210,1,1,"Basement",750,"No"
"3349",2699,224,2,1,"Apartment",986,"Yes"
"3350",2429,225,1,1,"Apartment",742,"Limited"
"3351",2300,218,1,1,"Apartment",680,"Yes"
"3353",2395,211,1,1,"Apartment",439,"Yes"
"3359",3600,240,0,1,"Apartment",1800,"Limited"
"3360",1650,240,1,1,"Basement",500,"No"
"3362",2280,240,2,1,"House",800,"No"
"3366",2400,240,1,1,"Apartment",600,"Limited"
"3367",2300,240,1,1,"Condo",525,"No"
"3369",2204,240,0,1,"Apartment",30,"No"
"3370",2495,240,2,1,"Apartment",1000,"Limited"
"3379",1200,241,3,2,"Apartment",1195,"Yes"
"3381",2005,241,1,1,"Apartment",538,"Yes"
"3382",2745,241,2,1,"Apartment",1000,"Yes"
"3383",3000,241,2,1,"Apartment",1200,"Limited"
"3386",2495,241,2,1,"Apartment",1000,"Limited"
"3388",2500,241,2,1,"Basement",1000,"No"
"3389",2500,241,2,1,"Apartment",1,"Limited"
"3391",2470,241,1,1,"Apartment",750,"Yes"
"3392",1680,241,1,1,"Apartment",400,"No"
"3393",1975,241,2,1,"Basement",900,"No"
"3398",2819,221,2,1,"Apartment",904,"Yes"
"3399",2519,210,1,1,"Apartment",738,"No"
"3415",2400,241,0,1,"Apartment",500,"No"
"3440",2519,218,1,1,"Apartment",665,"Limited"
"3442",2069,210,0,1,"Apartment",411,"Yes"
"3487",3209,229,2,1,"Apartment",912,"Yes"
"3489",2519,218,1,1,"Apartment",665,"Limited"
"3491",2809,219,2,1,"Apartment",795,"Yes"
"3532",2285,210,1,1,"Apartment",625,"Yes"
"3533",2679,230,1,1,"Apartment",748,"Yes"
"3535",1805,210,0,1,"Apartment",390,"Limited"
"3578",3475,235,2,1,"Apartment",760,"Yes"
"3582",2716,211,2,1,"Apartment",857,"No"
"3583",2819,228,1,1,"Apartment",689,"Yes"
"3627",2500,241,2,1,"Apartment",1,"Limited"
"3670",1805,210,0,1,"Apartment",390,"Limited"
"3671",2000,217,0,1,"Apartment",460,"Yes"
"3673",2300,218,1,1,"Apartment",680,"Yes"
"3674",2429,225,1,1,"Apartment",742,"Limited"
"3716",1999,211,0,1,"Apartment",500,"No"
"3717",2699,224,2,1,"Apartment",986,"Yes"
"3721",1895,210,1,1,"Apartment",470,"Limited"
"3762",2287,211,1,1,"Apartment",555,"Yes"
"3764",2819,228,1,1,"Apartment",689,"Yes"
"3766",1895,210,1,1,"Apartment",470,"Limited"
"3767",3070,220,2,1,"Apartment",861,"Yes"
"3812",1805,210,0,1,"Apartment",390,"Limited"
"3813",2049,219,1,1,"Apartment",468,"Yes"
"3855",2699,224,2,1,"Apartment",986,"Yes"
"3857",2295,210,1,1,"Apartment",680,"Yes"
"3858",3070,220,2,1,"Apartment",861,"Yes"
"3859",2195,218,1,1,"Apartment",504,"Yes"
"3900",3475,235,2,1,"Apartment",760,"Yes"
"3901",2299,219,1,1,"Apartment",490,"Yes"
"3902",2699,224,2,1,"Apartment",986,"Yes"
"3946",2819,221,2,1,"Apartment",904,"Yes"
"3949",2229,210,1,1,"Apartment",640,"Yes"
"3950",2819,228,1,1,"Apartment",689,"Yes"
"3951",3347,211,2,1,"Apartment",900,"Yes"
"3992",2600,212,2,1,"Apartment",700,"No"
"3993",2287,211,1,1,"Apartment",555,"Yes"
"3995",2716,211,2,1,"Apartment",857,"No"
"3996",1895,210,1,1,"Apartment",470,"Limited"
"4039",3475,235,2,1,"Apartment",760,"Yes"
"4040",2000,210,0,1,"Apartment",445,"Yes"
"4085",2519,218,1,1,"Apartment",665,"Limited"
"4086",2975,213,2,1,"Apartment",850,"Yes"
"4087",2069,210,0,1,"Apartment",411,"Yes"
"4088",3347,211,2,1,"Apartment",900,"Yes"
"4089",1995,210,0,1,"Apartment",520,"Limited"
